seed,noise_rate,lambda,p_over_n,D,train_mse,test_mse,train_acc,test_acc,solution_norm,regularized_condition_number,effective_degrees_of_freedom,min_singular_value,max_singular_value
42,0.0,0.0,0.05,50,0.06326347699265832,0.06870825388103378,65.8,58.35,3.6141812827073947,23.93443058395786,49.99999999999638,2.6810695695803473,13.11655042818434
42,0.0,1e-10,0.05,50,0.06326347699265832,0.06870825388098219,65.8,58.35,3.6141812826860367,23.934430583641987,49.99999999963865,2.6810695695803473,13.11655042818434
42,0.0,1e-08,0.05,50,0.06326347699265832,0.06870825387587372,65.8,58.35,3.614181280571566,23.934430552055094,49.99999996386572,2.6810695695803473,13.11655042818434
42,0.0,1e-06,0.05,50,0.06326347699265841,0.06870825336502835,65.8,58.35,3.61418106912453,23.93442739336565,49.99999638657223,2.6810695695803473,13.11655042818434
42,0.0,0.0001,0.05,50,0.06326347699343023,0.06870820228186261,65.8,58.35,3.6141599246075398,23.934111528815293,49.99963866028426,2.6810695695803473,13.11655042818434
42,0.0,0.01,0.05,50,0.06326348469982059,0.06870310766402501,65.8,58.34,3.612047337369647,23.902568950840163,49.96389661715852,2.6810695695803473,13.11655042818434
42,0.0,0.1,0.05,50,0.06326423695906272,0.06865801959224717,65.8,58.36,3.5930095705905263,23.619748794798696,49.64172077290112,2.6810695695803473,13.11655042818434
42,0.0,1.0,0.05,50,0.0633300265205628,0.06831334754485323,65.2,58.25,3.4176625411453587,21.133495660262533,46.66911626845061,2.6810695695803473,13.11655042818434
42,0.0,0.0,0.1,100,0.04910928758203664,0.05983454645322847,80.30000000000001,69.17999999999999,6.004456029656555,60.680583125633994,99.99999999998289,1.5666975563553336,12.204220308149958
42,0.0,1e-10,0.1,100,0.04910928758203664,0.05983454645295715,80.30000000000001,69.17999999999999,6.004456029567994,60.680583123226874,99.99999999828954,1.5666975563553336,12.204220308149958
42,0.0,1e-08,0.1,100,0.04910928758203664,0.059834546426097604,80.30000000000001,69.17999999999999,6.004456020800502,60.680582882514784,99.99999982895383,1.5666975563553336,12.204220308149958
42,0.0,1e-06,0.1,100,0.04910928758203718,0.059834543740143936,80.30000000000001,69.17999999999999,6.004455144051649,60.680558811314754,99.99998289538595,1.5666975563553336,12.204220308149958
42,0.0,0.0001,0.1,100,0.049109287587353986,0.059834275158673456,80.30000000000001,69.17999999999999,6.004367471399865,60.67815178936683,99.99828957619023,1.5666975563553336,12.204220308149958
42,0.0,0.01,0.1,100,0.049109340525810945,0.05980755544651367,80.30000000000001,69.19999999999999,5.995622471551547,60.43842615816933,99.82933260517068,1.5666975563553336,12.204220308149958
42,0.0,0.1,0.1,100,0.04911438128072715,0.059576755371090806,80.10000000000001,69.25,5.918083010891961,58.34432867994426,98.32655203209671,1.5666975563553336,12.204220308149958
42,0.0,1.0,0.1,100,0.04947527689903543,0.05813385205157558,79.80000000000001,69.65,5.291369076732799,43.40460374118894,85.92181495719107,1.5666975563553336,12.204220308149958
42,0.0,0.0,0.2,200,0.03385983054757633,0.05210879932759639,94.39999999999999,79.28,9.517418709062165,215.8490951621465,199.99999999991542,0.8913534301830677,13.095589599396769
42,0.0,1e-10,0.2,200,0.03385983054757633,0.05210879932640298,94.39999999999999,79.28,9.517418708690688,215.84909513537522,199.9999999915442,0.8913534301830677,13.095589599396769
42,0.0,1e-08,0.2,200,0.03385983054757634,0.052108799208255535,94.39999999999999,79.28,9.517418671914312,215.8490924582491,199.99999915442152,0.8913534301830677,13.095589599396769
42,0.0,1e-06,0.2,200,0.03385983054757987,0.05210878739352554,94.39999999999999,79.28,9.517414994279726,215.84882474597,199.99991544220012,0.8913534301830677,13.095589599396769
42,0.0,0.0001,0.2,200,0.03385983058292693,0.05210760606535846,94.39999999999999,79.28,9.51704725931601,215.8220568868253,199.99154473432617,0.8913534301830677,13.095589599396769
42,0.0,0.01,0.2,200,0.03386017958052089,0.051990905722275285,94.39999999999999,79.33,9.480556030957109,213.17853985796958,199.15957742693325,0.8913534301830677,13.095589599396769
42,0.0,0.1,0.2,200,0.03389110490742092,0.051047171951107105,94.1,79.65,9.1722459104407,191.83048497492237,192.02706164148307,0.8913534301830677,13.095589599396769
42,0.0,1.0,0.2,200,0.035332415228213315,0.047169538916028486,92.9,80.85,7.315075398272266,96.12338568201864,145.69539285912404,0.8913534301830677,13.095589599396769
42,0.0,0.0,0.3,300,0.02545396061930589,0.054152240039994755,98.0,79.58,13.245319687243382,555.6902778146336,299.99999999975535,0.5483967498933965,12.927402517326192
42,0.0,1e-10,0.3,300,0.02545396061930589,0.054152240035611164,98.0,79.58,13.24531968595458,555.6902776320355,299.99999997553755,0.5483967498933965,12.927402517326192
42,0.0,1e-08,0.3,300,0.025453960619305896,0.05415223960163528,98.0,79.58,13.245319558363162,555.6902593722368,299.999997553753,0.5483967498933965,12.927402517326192
42,0.0,1e-06,0.3,300,0.025453960619322962,0.05415219620416914,98.0,79.58,13.245306799248096,555.688433398421,299.9997553756373,0.5483967498933965,12.927402517326192
42,0.0,0.0001,0.3,300,0.02545396078995327,0.054147857674184834,98.0,79.58,13.244031154149662,555.5058967068168,299.975540916485,0.5483967498933965,12.927402517326192
42,0.0,0.01,0.3,300,0.02545561089872468,0.05372583062912665,98.0,79.64,13.119064199637746,537.8395964981481,297.58700719131906,0.5483967498933965,12.927402517326192
42,0.0,0.1,0.3,300,0.025580370992012567,0.05072549475304306,97.6,80.58,12.171606109622804,417.2734318566707,278.40510978997133,0.5483967498933965,12.927402517326192
42,0.0,1.0,0.3,300,0.028813177884065407,0.043108302137549924,95.8,83.06,8.427699258473044,129.24786329406473,184.59839681843272,0.5483967498933965,12.927402517326192
42,0.0,0.0,0.5,500,0.014583605773108934,0.06510805577163899,99.8,77.74,21.631553538572973,2186.8225763227497,499.99999999892935,0.25832510630984185,12.080179601848965
42,0.0,1e-10,0.5,500,0.01458360577310893,0.06510805574011902,99.8,77.74,21.631553529978923,2186.8225730799745,499.99999989293485,0.25832510630984185,12.080179601848965
42,0.0,1e-08,0.5,500,0.014583605773108951,0.06510805261964314,99.8,77.74,21.631552679167758,2186.8222488024853,499.99998929348425,0.25832510630984185,12.080179601848965
42,0.0,1e-06,0.5,500,0.014583605773294832,0.06510774057564947,99.8,77.74,21.631467598834547,2186.789821539387,499.9989293537784,0.25832510630984185,12.080179601848965
42,0.0,0.0001,0.5,500,0.014583607629366401,0.0650765720761301,99.8,77.75999999999999,21.622967386085413,2183.551946810903,499.89298883830577,0.25832510630984185,12.080179601848965
42,0.0,0.01,0.5,500,0.01459976977653877,0.06227831838240087,99.8,78.53999999999999,20.843152436136133,1901.9575202121796,489.7961461844063,0.25832510630984185,12.080179601848965
42,0.0,0.1,0.5,500,0.015299949360109599,0.049935311192649004,99.7,82.44,16.851575898082388,875.8418380939468,424.9647865106591,0.25832510630984185,12.080179601848965
42,0.0,1.0,0.5,500,0.02216142283137002,0.03794419997281541,98.6,86.32,9.466081580957153,137.73914949645595,233.54093613220957,0.25832510630984185,12.080179601848965
42,0.0,0.0,0.7,700,0.007345414330547598,0.09801575427265526,100.0,72.31,35.10590659693904,12325.935445426981,699.9999999959246,0.11269278941470137,12.511404731041976
42,0.0,1e-10,0.7,700,0.007345414330547597,0.0980157539675463,100.0,72.31,35.105906526558584,12325.935349348178,699.9999995924545,0.11269278941470137,12.511404731041976
42,0.0,1e-08,0.7,700,0.007345414330547844,0.09801572376177883,100.0,72.31,35.105899558896596,12325.92574147538,699.9999592454546,0.11269278941470137,12.511404731041976
42,0.0,1e-06,0.7,700,0.007345414333018172,0.09801270336593301,100.0,72.32,35.10520282702399,12324.965029836296,699.9959246398344,0.11269278941470137,12.511404731041976
42,0.0,0.0001,0.7,700,0.007345438844353745,0.09771246081977358,100.0,72.43,35.03587085028045,12229.64436649502,699.5934038967387,0.11269278941470137,12.511404731041976
42,0.0,0.01,0.7,700,0.007480913943995389,0.07857257218600933,100.0,76.51,30.26493748616812,6896.368286461744,666.1968155444866,0.11269278941470137,12.511404731041976
42,0.0,0.1,0.7,700,0.00948866629252131,0.04722574425440023,100.0,84.47,19.726036815899764,1389.8466214719863,528.6573311794223,0.11269278941470137,12.511404731041976
42,0.0,1.0,0.7,700,0.018836583918856117,0.03472180360906809,99.3,88.13,9.964082720039206,155.55969239628317,259.83725782335625,0.11269278941470137,12.511404731041976
42,0.0,0.0,0.8,800,0.004298618857118984,0.14784327906899977,100.0,64.84,49.03108159840289,33805.75650770866,799.9999999912804,0.06845865852221115,12.587042954342536
42,0.0,1e-10,0.8,800,0.004298618857118986,0.14784327762514987,100.0,64.84,49.031081321730504,33805.75579361328,799.9999991280395,0.06845865852221115,12.587042954342536
42,0.0,1e-08,0.8,800,0.004298618857120341,0.14784313468423999,100.0,64.84,49.03105393119946,33805.68438422686,799.9999128039981,0.06845865852221115,12.587042954342536
42,0.0,1e-06,0.8,800,0.004298618870681629,0.14782884289668438,100.0,64.84,49.02831524039352,33798.54496880383,799.9912809576349,0.06845865852221115,12.587042954342536
