seed,noise_rate,lambda,peak_test_mse,peak_p_over_n,peak_test_acc,peak_solution_norm,peak_regularized_condition_number,peak_effective_degrees_of_freedom,best_test_acc,best_acc_p_over_n
789,0.1,0.0001,1.141780478175719,1.02,26.35,162.16196453928862,1225815.551158652,988.0744320099384,88.33,8.0
789,0.1,0.01,0.1327337422739414,1.02,59.830000000000005,49.91820267774452,16057.883068201123,852.5041447648102,88.59,8.0
789,0.1,0.1,0.0689009034826653,0.05,56.03,3.2657213049585465,20.799187702931995,49.65084781425751,89.82,8.0
789,0.1,1.0,0.06868906915883123,0.05,56.02,3.115527951602282,18.79117565790058,46.74671162772033,90.14999999999999,5.0
789,0.2,0.0,859.8401304458336,1.0,11.16,4591.031346713829,4551948756.63366,999.9999648668925,81.11,8.0
789,0.2,1e-10,855.3244160939336,1.0,11.18,4578.937440417961,4538691684.763906,999.9964954780309,81.11,8.0
789,0.2,1e-08,547.7142197809031,1.0,11.219999999999999,3662.184821630509,3514988316.723516,999.7177790979223,81.11,8.0
789,0.2,1e-06,18.766099389569273,1.0,13.459999999999999,666.616515832602,149224518.91732183,997.2237764339513,81.11,8.0
789,0.2,0.0001,1.6785460853212943,1.0,21.54,195.27077879686877,1542299.5882731113,980.8395814036958,81.11,8.0
789,0.2,0.01,0.17273550828196255,1.02,49.27,57.30509682345027,16057.883068201123,852.5041447648102,82.42,8.0
789,0.2,0.1,0.06988831162156181,0.05,54.63,3.004676365114368,20.799187702931995,49.65084781425751,85.57000000000001,8.0
789,0.2,1.0,0.06979558166115686,0.05,54.52,2.866573141220173,18.79117565790058,46.74671162772033,88.97,8.0
789,0.4,0.0,910.1890080881411,1.0,11.35,4717.474626554295,4551948756.63366,999.9999648668925,61.61,8.0
789,0.4,1e-10,905.4709479852424,1.0,11.35,4705.198255626886,4538691684.763906,999.9964954780309,61.61,8.0
789,0.4,1e-08,584.0856380512623,1.0,11.17,3776.2713087143106,3514988316.723516,999.7177790979223,61.61,8.0
789,0.4,1e-06,28.07792804543855,1.0,12.379999999999999,819.4572719250666,149224518.91732183,997.2237764339513,61.6,8.0
789,0.4,0.0001,2.545047076178461,1.0,17.03,239.66810866222636,1542299.5882731113,980.8395814036958,61.629999999999995,8.0
789,0.4,0.01,0.2462811175970927,0.98,32.51,66.82224227811763,15485.29339217086,838.3629477212946,64.01,8.0
789,0.4,0.1,0.09159413692085963,0.9,52.72,29.955704457830784,1572.2551411252996,597.1138522041012,71.75,8.0
789,0.4,1.0,0.07454943674701074,0.05,49.24,2.471798093370463,18.79117565790058,46.74671162772033,82.14,8.0
1024,0.0,0.0,95273.98734860816,1.0,10.26,46714.81694881203,2172139507781.5898,999.9869632627618,92.67,8.0
1024,0.0,1e-10,17696.03191766331,1.0,10.45,20132.907648470566,948311207401.1633,999.4307846597433,92.67,8.0
1024,0.0,1e-08,13.771135805613044,1.0,15.49,567.5681345153208,16537792485.523811,998.997184204612,92.67,8.0
1024,0.0,1e-06,5.733068844917317,1.0,18.54,368.58641222710173,166617426.84553382,998.1469804509779,92.67,8.0
1024,0.0,0.0001,0.6555671136630061,1.0,36.04,121.95180601872867,1666300.1469168016,981.8387841986294,92.67,8.0
1024,0.0,0.01,0.09142234460793927,0.98,74.41,40.46769631196477,15333.407392107927,839.7541923929148,92.77,8.0
1024,0.0,0.1,0.06704520841423552,0.05,61.86000000000001,3.7448361592935053,24.45261551032512,49.637416954590385,92.89,8.0
1024,0.0,1.0,0.06666644148873382,0.05,61.71,3.560441582980214,21.939726050630952,46.63257105850305,91.78,5.0
1024,0.1,0.0,134013.35175541302,1.0,10.72,55405.63182238931,2172139507781.5898,999.9869632627618,88.4,8.0
1024,0.1,1e-10,24893.2908971071,1.0,10.84,23880.263563119064,948311207401.1633,999.4307846597433,88.4,8.0
1024,0.1,1e-08,23.850652818406466,1.0,12.379999999999999,748.3346059186721,16537792485.523811,998.997184204612,88.4,8.0
1024,0.1,1e-06,10.835018929991485,1.0,13.450000000000001,506.40232469150413,166617426.84553382,998.1469804509779,88.4,8.0
1024,0.1,0.0001,1.2305969560534178,1.02,24.779999999999998,168.62691409817654,1134213.273982495,988.2996014577221,88.42,8.0
