seed,noise_rate,lambda,p_over_n,D,train_mse,test_mse,train_acc,test_acc,solution_norm,regularized_condition_number,effective_degrees_of_freedom,min_singular_value,max_singular_value
42,0.2,0.0,1.02,1020,2.3829417493753475e-29,3.5867018094924723,100.0,16.72,290.7650837878788,5271730.484225656,999.9999997879115,0.005482661649244596,12.588328044832538
42,0.2,1e-06,1.02,1020,7.647637722992383e-08,3.5218113494942687,100.0,16.73,288.09749637834244,5102001.066669331,999.7903856079961,0.005482661649244596,12.588328044832538
42,0.2,0.0001,1.02,1020,0.00014756696191965343,1.637586289299518,100.0,20.26,195.33759592936627,1218411.627002248,987.8592419027725,0.005482661649244596,12.588328044832538
42,0.2,0.01,1.02,1020,0.003881072253644794,0.16853333647293905,99.9,51.67,57.5728413500455,15800.105843828693,851.9790632732365,0.005482661649244596,12.588328044832538
42,0.2,0.1,1.02,1020,0.011710483916598142,0.061883213819789215,98.3,75.41,27.363579456475456,1585.183530151436,624.0601745917742,0.005482661649244596,12.588328044832538
42,0.2,0.0,1.05,1050,1.0248378592998334e-29,1.2987157559452898,100.0,23.32,175.6442769114543,830372.8352968182,999.9999999237555,0.013931776475543728,12.695302854070624
42,0.2,1e-06,1.05,1050,5.122435939522098e-09,1.2945146318388727,100.0,23.32,175.35193035668664,826116.5828213382,999.9238912106399,0.013931776475543728,12.695302854070624
42,0.2,0.0001,1.05,1050,3.08602683153926e-05,1.0105304224078553,100.0,24.91,154.2884154134502,548024.0932085831,993.4205350216002,0.013931776475543728,12.695302854070624
42,0.2,0.01,1.05,1050,0.002960546337365179,0.1712460882870944,99.9,52.32,57.76861914309808,15811.185211659584,863.0650400487826,0.013931776475543728,12.695302854070624
42,0.2,0.1,1.05,1050,0.010973157112856024,0.06339033619938016,98.7,74.45,27.93172726365834,1609.583035099433,632.1055058055554,0.013931776475543728,12.695302854070624
42,0.2,0.0,1.1,1100,6.251774235197735e-30,0.6770189870298995,100.0,27.74,129.3976095119612,275730.577110043,999.999999960173,0.02417206530071579,12.69276455322312
42,0.2,1e-06,1.1,1100,7.554622528190506e-10,0.6764335899126259,100.0,27.750000000000004,129.3391878986323,275259.47749354347,999.9601943931544,0.02417206530071579,12.69276455322312
42,0.2,0.0001,1.1,1100,6.434982926071832e-06,0.6251170078276707,100.0,28.560000000000002,124.10868071809887,235436.24551118247,996.2131782094964,0.02417206530071579,12.69276455322312
42,0.2,0.01,1.1,1100,0.002535891856201856,0.15985632716509496,100.0,51.849999999999994,57.79568119655682,15222.210575278184,875.5132732914499,0.02417206530071579,12.69276455322312
42,0.2,0.1,1.1,1100,0.010511438120218238,0.06068044693188459,98.5,75.07000000000001,27.832254713750892,1602.6983341186922,640.7006452597893,0.02417206530071579,12.69276455322312
42,0.2,0.0,1.2,1200,5.900301877537563e-30,0.35426746718218244,100.0,38.31,95.46458496233329,107674.95828333507,999.9999999779794,0.03857613041814926,12.658318460171119
42,0.2,1e-06,1.2,1200,1.4898295131998793e-10,0.35416134899631463,100.0,38.3,95.44897502762628,107602.65114426323,999.97798388204,0.03857613041814926,12.658318460171119
42,0.2,0.0001,1.2,1200,1.398844276141334e-06,0.3441492392270887,100.0,38.79,93.96390807043807,100894.98549872014,997.8406589132327,0.03857613041814926,12.658318460171119
42,0.2,0.01,1.2,1200,0.001626107280979972,0.14231243239095728,100.0,55.96,56.061493024605234,13948.588315183506,895.2323955269255,0.03857613041814926,12.658318460171119
42,0.2,0.1,1.2,1200,0.00920802577932094,0.05890329807445377,99.1,76.14999999999999,28.347085775268358,1579.820669203657,656.1950847327654,0.03857613041814926,12.658318460171119
42,0.2,0.0,1.5,1500,2.645964730537156e-30,0.17308938042542388,100.0,48.59,69.12351220384402,43150.44860714955,999.999999988979,0.061719290846775035,12.820754526615277
42,0.2,1e-06,1.5,1500,2.6509263145907563e-11,0.1730735881525659,100.0,48.59,69.11967680284268,43139.124108967306,999.9889796429849,0.061719290846775035,12.820754526615277
